term,contrast,null.value,estimate,conf.low,conf.high,adj.p.value
Conditions:act,5 km.h-1:GT3X+ (wrist)-Rest:ACTT (hip),0,67.15806995509836,57.17803843053492,77.1381014796618,0
Conditions:act,7 km.h-1:GT3X+ (wrist)-Rest:ACTT (hip),0,123.46114230753632,113.48111078297288,133.44117383209976,0
Conditions:act,9 km.h-1:GT3X+ (wrist)-Rest:ACTT (hip),0,148.4669623003584,138.39494697394218,158.53897762677462,0
Conditions:act,5 km.h-1:ACTT (hip)-3 km.h-1:ACTT (hip),0,33.93114143396946,23.95110990940602,43.911172958532894,0
Conditions:act,7 km.h-1:ACTT (hip)-3 km.h-1:ACTT (hip),0,106.8868822852269,96.90685076066346,116.86691380979035,0
Conditions:act,9 km.h-1:ACTT (hip)-3 km.h-1:ACTT (hip),0,137.11906720933482,127.04705188291861,147.19108253575104,0
Conditions:act,Rest:ACTT (wrist)-3 km.h-1:ACTT (hip),0,-83.72043930569546,-93.70047083025891,-73.74040778113202,0
Conditions:act,3 km.h-1:ACTT (wrist)-3 km.h-1:ACTT (hip),0,-13.318272024744573,-23.29830354930801,-3.3382405001811346,4.237378512389478e-4
Conditions:act,5 km.h-1:ACTT (wrist)-3 km.h-1:ACTT (hip),0,8.727661513642275,-1.2523700109211635,18.70769303820571,0.18040509751178857
Conditions:act,7 km.h-1:ACTT (wrist)-3 km.h-1:ACTT (hip),0,104.59913337593241,94.61910185136897,114.57916490049585,0
Conditions:act,9 km.h-1:ACTT (wrist)-3 km.h-1:ACTT (hip),0,149.56443814484598,139.49242281842976,159.6364534712622,0
Conditions:act,Rest:GT3X+ (wrist)-3 km.h-1:ACTT (hip),0,-85.15825119073313,-95.13828271529657,-75.17821966616968,0
Conditions:act,3 km.h-1:GT3X+ (wrist)-3 km.h-1:ACTT (hip),0,-41.472776148036914,-51.45280767260035,-31.492744623473477,0
Conditions:act,5 km.h-1:GT3X+ (wrist)-3 km.h-1:ACTT (hip),0,-17.687654236562096,-27.667685761125533,-7.707622711998658,8.34338096389331e-8
Conditions:act,7 km.h-1:GT3X+ (wrist)-3 km.h-1:ACTT (hip),0,38.61541811587587,28.635386591312432,48.595449640439305,0
Conditions:act,9 km.h-1:GT3X+ (wrist)-3 km.h-1:ACTT (hip),0,63.62123810869795,53.549222782281745,73.69325343511416,0
Conditions:act,7 km.h-1:ACTT (hip)-5 km.h-1:ACTT (hip),0,72.95574085125745,62.97570932669401,82.93577237582089,0
Conditions:act,9 km.h-1:ACTT (hip)-5 km.h-1:ACTT (hip),0,103.18792577536536,93.11591044894915,113.25994110178156,0
Conditions:act,Rest:ACTT (wrist)-5 km.h-1:ACTT (hip),0,-117.65158073966492,-127.63161226422837,-107.67154921510148,0
Conditions:act,3 km.h-1:ACTT (wrist)-5 km.h-1:ACTT (hip),0,-47.24941345871403,-57.22944498327747,-37.269381934150594,0
Conditions:act,5 km.h-1:ACTT (wrist)-5 km.h-1:ACTT (hip),0,-25.203479920327183,-35.18351144489062,-15.223448395763745,1.488809076022335e-13
Conditions:act,7 km.h-1:ACTT (wrist)-5 km.h-1:ACTT (hip),0,70.66799194196295,60.687960417399516,80.6480234665264,0
Conditions:act,9 km.h-1:ACTT (wrist)-5 km.h-1:ACTT (hip),0,115.63329671087652,105.56128138446032,125.70531203729273,0
Conditions:act,Rest:GT3X+ (wrist)-5 km.h-1:ACTT (hip),0,-119.08939262470258,-129.069424149266,-109.10936110013914,0
Conditions:act,3 km.h-1:GT3X+ (wrist)-5 km.h-1:ACTT (hip),0,-75.40391758200637,-85.38394910656982,-65.42388605744293,0
Conditions:act,5 km.h-1:GT3X+ (wrist)-5 km.h-1:ACTT (hip),0,-51.618795670531554,-61.59882719509499,-41.63876414596812,0
Conditions:act,7 km.h-1:GT3X+ (wrist)-5 km.h-1:ACTT (hip),0,4.684276681906411,-5.295754842657027,14.66430820646985,0.9829654925024871
Conditions:act,9 km.h-1:GT3X+ (wrist)-5 km.h-1:ACTT (hip),0,29.690096674728494,19.618081348312284,39.7621120011447,1.5698553568199713e-13
Conditions:act,9 km.h-1:ACTT (hip)-7 km.h-1:ACTT (hip),0,30.232184924107912,20.160169597691702,40.30420025052412,1.4477308241112041e-13
